33.786378,-117.884481,40.712690,2014-11-17T22:08:00Z
33.786620,-117.884679,39.821287,2014-11-17T22:08:01Z
33.786864,-117.884878,39.608744,2014-11-17T22:08:02Z
33.787106,-117.885075,39.926062,2014-11-17T22:08:03Z
33.787346,-117.885270,40.160108,2014-11-17T22:08:04Z
33.787588,-117.885466,40.658672,2014-11-17T22:08:05Z
33.787830,-117.885663,41.662153,2014-11-17T22:08:06Z
33.788080,-117.885866,41.949400,2014-11-17T22:08:07Z
33.788330,-117.886071,41.870065,2014-11-17T22:08:08Z
33.788572,-117.886277,42.474884,2014-11-17T22:08:09Z
33.788806,-117.886492,43.249289,2014-11-17T22:08:10Z
33.789035,-117.886718,44.289397,2014-11-17T22:08:11Z
33.789257,-117.886946,44.620579,2014-11-17T22:08:12Z
33.789481,-117.887181,44.472024,2014-11-17T22:08:13Z
33.789698,-117.887417,45.151552,2014-11-17T22:08:14Z
33.789908,-117.887656,45.151552,2014-11-17T22:08:15Z
33.790119,-117.887899,45.402916,2014-11-17T22:08:16Z
33.790339,-117.888146,45.811115,2014-11-17T22:08:17Z
33.790555,-117.888387,47.271964,2014-11-17T22:08:18Z
33.790770,-117.888627,46.930491,2014-11-17T22:08:19Z
33.790983,-117.888865,46.672706,2014-11-17T22:08:20Z
33.791198,-117.889106,46.607122,2014-11-17T22:08:21Z
33.791408,-117.889341,46.745146,2014-11-17T22:08:22Z
33.791627,-117.889576,46.503723,2014-11-17T22:08:23Z
33.791850,-117.889817,46.745575,2014-11-17T22:08:24Z
33.792056,-117.890064,46.543294,2014-11-17T22:08:25Z
33.792263,-117.890315,46.719646,2014-11-17T22:08:26Z
33.792478,-117.890564,48.096241,2014-11-17T22:08:27Z
33.792700,-117.890818,47.509001,2014-11-17T22:08:28Z
33.792915,-117.891066,46.063615,2014-11-17T22:08:29Z
33.793153,-117.891311,46.476111,2014-11-17T22:08:30Z
33.793391,-117.891552,46.563260,2014-11-17T22:08:31Z
33.793625,-117.891787,46.011775,2014-11-17T22:08:32Z
33.793849,-117.892013,45.075403,2014-11-17T22:08:33Z
33.794092,-117.892259,45.714228,2014-11-17T22:08:34Z
33.794333,-117.892500,45.569537,2014-11-17T22:08:35Z
33.794565,-117.892733,45.661462,2014-11-17T22:08:36Z
33.794807,-117.892977,45.922151,2014-11-17T22:08:37Z
33.795043,-117.893214,46.663944,2014-11-17T22:08:38Z
33.795271,-117.893442,46.111980,2014-11-17T22:08:39Z
33.795496,-117.893681,46.279602,2014-11-17T22:08:40Z
33.795729,-117.893918,46.615417,2014-11-17T22:08:41Z
33.795963,-117.894157,46.680427,2014-11-17T22:08:42Z
33.796199,-117.894398,46.703583,2014-11-17T22:08:43Z
33.796431,-117.894637,47.246641,2014-11-17T22:08:44Z
33.796663,-117.894875,46.188666,2014-11-17T22:08:45Z
33.796894,-117.895111,46.745374,2014-11-17T22:08:46Z
33.797128,-117.895350,45.758423,2014-11-17T22:08:47Z
33.797369,-117.895594,45.644985,2014-11-17T22:08:48Z
33.797600,-117.895839,45.568694,2014-11-17T22:08:49Z
33.797835,-117.896090,44.623619,2014-11-17T22:08:50Z
33.798075,-117.896326,43.992578,2014-11-17T22:08:51Z
33.798314,-117.896566,43.097353,2014-11-17T22:08:52Z
33.798557,-117.896810,42.495392,2014-11-17T22:08:53Z
33.798797,-117.897051,41.503774,2014-11-17T22:08:54Z
33.799034,-117.897290,40.856943,2014-11-17T22:08:55Z
33.799269,-117.897534,39.714206,2014-11-17T22:08:56Z
33.799497,-117.897778,38.998825,2014-11-17T22:08:57Z
33.799728,-117.898018,38.318828,2014-11-17T22:08:58Z
33.799953,-117.898248,38.664729,2014-11-17T22:08:59Z
33.800202,-117.898507,38.043780,2014-11-17T22:09:00Z
33.800440,-117.898753,38.043780,2014-11-17T22:09:01Z
33.800682,-117.899003,37.546427,2014-11-17T22:09:02Z
33.800921,-117.899251,37.836792,2014-11-17T22:09:03Z
33.801157,-117.899495,38.933127,2014-11-17T22:09:04Z
33.801393,-117.899740,39.461785,2014-11-17T22:09:05Z
33.801628,-117.899982,39.825570,2014-11-17T22:09:06Z
33.801855,-117.900216,40.402730,2014-11-17T22:09:07Z
33.802084,-117.900452,41.027134,2014-11-17T22:09:08Z
33.802315,-117.900687,41.974225,2014-11-17T22:09:09Z
33.802541,-117.900920,42.624777,2014-11-17T22:09:10Z
33.802760,-117.901144,43.894873,2014-11-17T22:09:11Z
33.802975,-117.901368,44.844186,2014-11-17T22:09:12Z
33.803186,-117.901591,44.943729,2014-11-17T22:09:13Z
33.803404,-117.901816,45.642730,2014-11-17T22:09:14Z
33.803601,-117.902047,45.802416,2014-11-17T22:09:15Z
33.803812,-117.902282,46.884317,2014-11-17T22:09:16Z
33.804021,-117.902523,47.405067,2014-11-17T22:09:17Z
33.804230,-117.902775,47.279804,2014-11-17T22:09:18Z
33.804433,-117.903021,46.741691,2014-11-17T22:09:19Z
33.804654,-117.903276,47.545461,2014-11-17T22:09:20Z
33.804868,-117.903531,47.590460,2014-11-17T22:09:21Z
33.805069,-117.903780,48.179428,2014-11-17T22:09:22Z
33.805257,-117.904024,49.210494,2014-11-17T22:09:23Z
33.805457,-117.904280,48.638281,2014-11-17T22:09:24Z
33.805661,-117.904532,46.693029,2014-11-17T22:09:25Z
33.805856,-117.904783,46.143132,2014-11-17T22:09:26Z
33.806066,-117.905046,45.751313,2014-11-17T22:09:27Z
33.806270,-117.905306,45.387167,2014-11-17T22:09:28Z
33.806473,-117.905562,45.806246,2014-11-17T22:09:29Z
33.806678,-117.905815,45.964126,2014-11-17T22:09:30Z
33.806876,-117.906091,46.068903,2014-11-17T22:09:31Z
33.807093,-117.906349,46.226312,2014-11-17T22:09:32Z
33.807322,-117.906602,45.808273,2014-11-17T22:09:33Z
33.807556,-117.906858,45.992877,2014-11-17T22:09:34Z
33.807796,-117.907118,46.351008,2014-11-17T22:09:35Z
33.808030,-117.907369,46.623105,2014-11-17T22:09:36Z
33.808258,-117.907610,45.242405,2014-11-17T22:09:37Z
33.808493,-117.907856,43.606176,2014-11-17T22:09:38Z
33.808731,-117.908102,43.475177,2014-11-17T22:09:39Z
33.808968,-117.908345,43.589395,2014-11-17T22:09:40Z
33.809212,-117.908596,42.896211,2014-11-17T22:09:41Z
33.809451,-117.908842,42.229817,2014-11-17T22:09:42Z
33.809685,-117.909085,41.549770,2014-11-17T22:09:43Z
33.809916,-117.909321,41.198312,2014-11-17T22:09:44Z
33.810146,-117.909562,40.572736,2014-11-17T22:09:45Z
33.810375,-117.909802,40.572736,2014-11-17T22:09:46Z
33.810601,-117.910039,39.529451,2014-11-17T22:09:47Z
33.810831,-117.910278,39.701324,2014-11-17T22:09:48Z
33.811055,-117.910509,39.601662,2014-11-17T22:09:49Z
33.811288,-117.910751,39.890924,2014-11-17T22:09:50Z
33.811511,-117.910982,39.728732,2014-11-17T22:09:51Z
33.811730,-117.911206,39.356174,2014-11-17T22:09:52Z
33.811965,-117.911447,39.847163,2014-11-17T22:09:53Z
33.812190,-117.911676,40.302606,2014-11-17T22:09:54Z
33.812420,-117.911911,40.566606,2014-11-17T22:09:55Z
33.812645,-117.912142,40.390298,2014-11-17T22:09:56Z
33.812870,-117.912373,40.700109,2014-11-17T22:09:57Z
33.813092,-117.912601,41.568558,2014-11-17T22:09:58Z
33.813316,-117.912831,40.616295,2014-11-17T22:09:59Z
33.813546,-117.913071,39.987783,2014-11-17T22:10:00Z
33.813773,-117.913307,40.761513,2014-11-17T22:10:01Z
33.813994,-117.913537,40.603597,2014-11-17T22:10:02Z
33.814221,-117.913780,40.479786,2014-11-17T22:10:03Z
33.814442,-117.914012,39.795697,2014-11-17T22:10:04Z
33.814672,-117.914250,39.578667,2014-11-17T22:10:05Z
33.814894,-117.914478,39.249870,2014-11-17T22:10:06Z
33.815124,-117.914716,38.874362,2014-11-17T22:10:07Z
33.815359,-117.914959,38.278725,2014-11-17T22:10:08Z
33.815589,-117.915196,38.429827,2014-11-17T22:10:09Z
33.815826,-117.915443,39.190529,2014-11-17T22:10:10Z
33.816054,-117.915682,38.617091,2014-11-17T22:10:11Z
33.816289,-117.915921,39.094445,2014-11-17T22:10:12Z
33.816528,-117.916173,38.499371,2014-11-17T22:10:13Z
33.816757,-117.916410,39.006087,2014-11-17T22:10:14Z
33.816941,-117.916735,39.061041,2014-11-17T22:10:15Z
33.817181,-117.916974,39.145729,2014-11-17T22:10:16Z
33.817415,-117.917221,39.054248,2014-11-17T22:10:17Z
33.817657,-117.917466,39.250227,2014-11-17T22:10:18Z
33.817885,-117.917721,39.596023,2014-11-17T22:10:19Z
33.818125,-117.917964,40.530801,2014-11-17T22:10:20Z
33.818364,-117.918210,41.207926,2014-11-17T22:10:21Z
33.818606,-117.918464,41.279361,2014-11-17T22:10:22Z
33.818851,-117.918719,40.455380,2014-11-17T22:10:23Z
33.819097,-117.918979,40.122232,2014-11-17T22:10:24Z
33.819350,-117.919236,41.211000,2014-11-17T22:10:25Z
33.819594,-117.919495,41.147252,2014-11-17T22:10:26Z
33.819844,-117.919756,40.739129,2014-11-17T22:10:27Z
33.820092,-117.920012,40.618621,2014-11-17T22:10:28Z
33.820344,-117.920267,40.240686,2014-11-17T22:10:29Z
33.820592,-117.920517,39.538031,2014-11-17T22:10:30Z
33.820844,-117.920770,38.575345,2014-11-17T22:10:31Z
33.821102,-117.921022,37.799371,2014-11-17T22:10:32Z
33.821359,-117.921277,37.799371,2014-11-17T22:10:33Z
33.821613,-117.921535,38.096316,2014-11-17T22:10:34Z
33.821871,-117.921792,36.432974,2014-11-17T22:10:35Z
33.822172,-117.921984,35.443078,2014-11-17T22:10:36Z
33.822373,-117.922313,34.658691,2014-11-17T22:10:37Z
33.822622,-117.922558,33.426887,2014-11-17T22:10:38Z
33.822877,-117.922814,32.697888,2014-11-17T22:10:39Z
33.823130,-117.923064,33.583782,2014-11-17T22:10:40Z
33.823389,-117.923303,33.680556,2014-11-17T22:10:41Z
33.823635,-117.923534,34.455470,2014-11-17T22:10:42Z
33.823927,-117.923748,33.816482,2014-11-17T22:10:43Z
33.824200,-117.923973,33.532728,2014-11-17T22:10:44Z
33.824473,-117.924196,34.347711,2014-11-17T22:10:45Z
33.824746,-117.924413,34.246534,2014-11-17T22:10:46Z
33.825018,-117.924620,34.679420,2014-11-17T22:10:47Z
33.825304,-117.924834,34.805042,2014-11-17T22:10:48Z
33.825567,-117.925051,36.029916,2014-11-17T22:10:49Z
33.825828,-117.925260,35.706120,2014-11-17T22:10:50Z
33.826100,-117.925477,35.131571,2014-11-17T22:10:51Z
33.826371,-117.925690,35.118876,2014-11-17T22:10:52Z
33.826635,-117.925915,35.747573,2014-11-17T22:10:53Z
33.826894,-117.926148,35.809101,2014-11-17T22:10:54Z
33.827128,-117.926405,34.739464,2014-11-17T22:10:55Z
33.827379,-117.926654,33.426826,2014-11-17T22:10:56Z
33.827648,-117.926909,32.743095,2014-11-17T22:10:57Z
33.827892,-117.927176,32.712038,2014-11-17T22:10:58Z
33.828119,-117.927425,32.541892,2014-11-17T22:10:59Z
33.828350,-117.927686,31.001428,2014-11-17T22:11:00Z
33.828588,-117.927948,31.458034,2014-11-17T22:11:01Z
33.828825,-117.928201,31.748259,2014-11-17T22:11:02Z
33.829124,-117.928368,32.188485,2014-11-17T22:11:03Z
33.829367,-117.928625,31.699786,2014-11-17T22:11:04Z
33.829538,-117.928979,31.499195,2014-11-17T22:11:05Z
33.829781,-117.929232,31.518751,2014-11-17T22:11:06Z
33.830018,-117.929491,31.352119,2014-11-17T22:11:07Z
33.830257,-117.929748,32.569914,2014-11-17T22:11:08Z
33.830579,-117.929909,33.165862,2014-11-17T22:11:09Z
33.830826,-117.930168,31.343449,2014-11-17T22:11:10Z
33.831071,-117.930425,30.778741,2014-11-17T22:11:11Z
33.831313,-117.930680,30.596105,2014-11-17T22:11:12Z
33.831552,-117.930931,31.107274,2014-11-17T22:11:13Z
33.831712,-117.931302,31.849929,2014-11-17T22:11:14Z
33.831951,-117.931560,32.328687,2014-11-17T22:11:15Z
33.832197,-117.931836,31.310326,2014-11-17T22:11:16Z
33.832428,-117.932102,31.577347,2014-11-17T22:11:17Z
33.832624,-117.932340,31.577347,2014-11-17T22:11:18Z
33.832809,-117.932664,32.519545,2014-11-17T22:11:19Z
33.833009,-117.932969,33.035769,2014-11-17T22:11:20Z
33.833180,-117.933277,32.946666,2014-11-17T22:11:21Z
33.833365,-117.933592,34.103921,2014-11-17T22:11:22Z
33.833539,-117.933925,35.124934,2014-11-17T22:11:23Z
33.833682,-117.934260,34.924282,2014-11-17T22:11:24Z
33.833818,-117.934587,34.528076,2014-11-17T22:11:25Z
33.833939,-117.934922,34.716402,2014-11-17T22:11:26Z
33.834139,-117.935189,35.940348,2014-11-17T22:11:27Z
33.834154,-117.935563,34.809970,2014-11-17T22:11:28Z
33.834257,-117.935897,34.825790,2014-11-17T22:11:29Z
33.834300,-117.936199,35.756490,2014-11-17T22:11:30Z
33.834381,-117.936527,35.550727,2014-11-17T22:11:31Z
33.834461,-117.936880,35.858259,2014-11-17T22:11:32Z
33.834527,-117.937226,35.433927,2014-11-17T22:11:33Z
33.834649,-117.937559,35.298079,2014-11-17T22:11:34Z
33.834692,-117.937924,35.175269,2014-11-17T22:11:35Z
33.834772,-117.938279,35.626019,2014-11-17T22:11:36Z
33.834824,-117.938642,34.403704,2014-11-17T22:11:37Z
33.834922,-117.938991,34.793536,2014-11-17T22:11:38Z
33.835013,-117.939354,35.242854,2014-11-17T22:11:39Z
33.835102,-117.939715,34.935634,2014-11-17T22:11:40Z
33.835184,-117.940095,35.085313,2014-11-17T22:11:41Z
33.835399,-117.940536,35.188585,2014-11-17T22:11:42Z
